ID_Compra;ID_Cliente;Idade;Sexo;Estado_Civil;Cidade;Regiao;Renda_Mensal;Tempo_Cliente_Anos;Canal;Produto;Categoria;Quantidade;Valor_Unitario;Desconto_%;Valor_Total;Forma_Pagamento;Cupom;Programa_Fidelidade;Avaliacao;Cancelou;Fraude;Mes;Data_Compra
3942;C0729;55;F;Divorciado;Fortaleza;Nordeste;2030;8;App;Notebook;Informática;1;4500;5;4275;Pix;Sim;Sim;5;Não;Não;June;03/06/2025
3943;C0462;53;F;Divorciado;Belém;Norte;5298;7;Loja;Headset;Informática;3;380;10;1026;Boleto;Sim;Sim;5;Não;Não;May;13/05/2025
3944;C0782;40;M;Divorciado;Brasília;Centro-Oeste;10714;15;App;Headset;Informática;4;380;10;1368;Boleto;Sim;Sim;4;Não;Não;March;01/03/2025
3945;C0583;23;M;Casado;Fortaleza;Nordeste;10624;11;App;Webcam;Informática;3;260;0;780;Cartão;Não;Sim;4;Não;Não;June;16/06/2025
3946;C0646;46;F;Divorciado;Manaus;Norte;18526;6;Site;Headset;Informática;3;380;5;1083;Pix;Sim;Sim;5;Não;Não;November;30/11/2025
3947;C0555;28;M;Solteiro;Brasília;Centro-Oeste;14782;11;Site;Notebook;Informática;4;4500;15;15300;Pix;Sim;Não;4;Não;Não;October;28/10/2025
3948;C0753;41;F;Divorciado;Recife;Nordeste;18869;14;App;Cadeira Gamer;Móveis;2;1800;0;3600;Pix;Não;Sim;3;Não;Não;January;09/01/2025
3949;C0377;23;M;Divorciado;Curitiba;Sul;21080;9;Loja;Cadeira Gamer;Móveis;1;1800;10;1620;Pix;Sim;Sim;3;Não;Não;August;14/08/2025
3950;C0606;30;M;Solteiro;Rio de Janeiro;Sudeste;2906;15;Loja;Monitor;Informática;1;1100;10;990;Boleto;Sim;Sim;4;Não;Não;August;10/08/2025
3951;C0582;61;M;Casado;Curitiba;Sul;2364;12;App;Roteador;Redes;4;480;0;1920;Pix;Não;Sim;3;Não;Não;January;30/01/2025
3952;C0562;48;F;Casado;Belém;Norte;7669;1;Site;SSD 1TB;Armazenamento;1;650;20;520;Cartão;Sim;Não;5;Não;Não;July;07/07/2025
3953;C0661;37;F;Casado;Brasília;Centro-Oeste;18758;10;Site;Webcam;Informática;4;260;0;1040;Boleto;Não;Sim;4;Não;Não;December;12/12/2025
3954;C0778;26;F;Solteiro;Belém;Norte;17056;6;Site;Headset;Informática;4;380;0;1520;Cartão;Não;Não;3;Não;Não;August;22/08/2025
3955;C0251;51;M;Divorciado;Belém;Norte;10583;15;Loja;Teclado;Informática;4;220;15;748;Boleto;Sim;Não;4;Não;Não;May;15/05/2025
3956;C0767;31;F;Casado;Fortaleza;Nordeste;13926;8;App;Impressora;Informática;2;950;5;1805;Boleto;Sim;Sim;5;Não;Não;October;15/10/2025
3957;C0767;27;M;Divorciado;Belém;Norte;3004;7;Site;Teclado;Informática;1;220;10;198;Boleto;Sim;Sim;2;Sim;Não;December;12/12/2025
3958;C0490;41;F;Divorciado;Rio de Janeiro;Sudeste;17728;9;Loja;Smartphone;Telefonia;1;2800;0;2800;Cartão;Não;Sim;2;Sim;Não;November;13/11/2025
3959;C0410;40;F;Divorciado;Rio de Janeiro;Sudeste;11423;5;Site;Monitor;Informática;3;1100;10;2970;Boleto;Sim;Sim;3;Não;Não;November;19/11/2025
3960;C0098;54;M;Divorciado;Recife;Nordeste;20049;9;App;Smartphone;Telefonia;1;2800;0;2800;Boleto;Não;Sim;4;Não;Não;November;20/11/2025
3961;C0113;61;F;Divorciado;Belém;Norte;3819;14;App;Smartphone;Telefonia;3;2800;0;8400;Cartão;Não;Não;4;Não;Não;January;05/01/2025
3962;C0483;62;F;Casado;Belém;Norte;14980;9;App;Teclado;Informática;4;220;15;748;Pix;Sim;Sim;4;Não;Não;October;18/10/2025
3963;C0256;26;M;Casado;São Paulo;Sudeste;18795;4;App;Smartwatch;Wearables;1;1600;10;1440;Cartão;Sim;Não;5;Não;Não;January;18/01/2025
3964;C0134;63;F;Casado;São Paulo;Sudeste;20622;4;App;Smartphone;Telefonia;3;2800;0;8400;Cartão;Não;Sim;5;Não;Não;February;14/02/2025
3965;C0482;41;F;Solteiro;Fortaleza;Nordeste;7424;10;Loja;Notebook;Informática;1;4500;5;4275;Cartão;Sim;Sim;3;Não;Não;July;20/07/2025
3966;C0576;22;F;Casado;Belém;Norte;18548;7;Loja;SSD 1TB;Armazenamento;3;650;10;1755;Boleto;Sim;Sim;3;Não;Não;July;04/07/2025
3967;C0458;40;M;Casado;Belém;Norte;7642;11;Site;Cadeira Gamer;Móveis;1;1800;10;1620;Cartão;Sim;Sim;3;Não;Não;September;30/09/2025
3968;C0342;67;F;Solteiro;Manaus;Norte;12947;12;Site;Headset;Informática;4;380;5;1444;Pix;Sim;Sim;4;Não;Não;May;11/05/2025
3969;C0235;39;F;Solteiro;São Paulo;Sudeste;11275;13;Loja;SSD 1TB;Armazenamento;3;650;10;1755;Boleto;Sim;Sim;4;Não;Não;July;25/07/2025
3970;C0587;44;F;Divorciado;Recife;Nordeste;11378;2;App;SSD 1TB;Armazenamento;1;650;5;617,5;Boleto;Sim;Não;4;Não;Não;March;10/03/2025
3971;C0662;69;F;Solteiro;Recife;Nordeste;13917;10;Loja;Monitor;Informática;2;1100;10;1980;Pix;Sim;Sim;4;Não;Não;March;03/03/2025
3972;C0114;62;F;Divorciado;Curitiba;Sul;16327;3;App;Webcam;Informática;2;260;0;520;Pix;Não;Não;4;Não;Não;June;22/06/2025
3973;C0563;61;F;Divorciado;Rio de Janeiro;Sudeste;19742;12;Loja;Cadeira Gamer;Móveis;4;1800;10;6480;Boleto;Sim;Não;4;Não;Não;November;09/11/2025
3974;C0436;29;F;Solteiro;Belém;Norte;19164;6;Site;Mouse;Informática;1;120;0;120;Boleto;Não;Não;5;Não;Não;July;08/07/2025
3975;C0675;30;M;Solteiro;Curitiba;Sul;12371;11;App;Cadeira Gamer;Móveis;2;1800;5;3420;Boleto;Sim;Sim;3;Não;Não;February;11/02/2025
3976;C0095;63;F;Solteiro;Brasília;Centro-Oeste;21860;7;App;Smartwatch;Wearables;1;1600;0;1600;Boleto;Não;Sim;4;Não;Não;January;04/01/2025
3977;C0093;42;M;Solteiro;Recife;Nordeste;18693;12;Loja;Monitor;Informática;2;1100;0;2200;Pix;Não;Sim;2;Sim;Não;March;18/03/2025
3978;C0272;41;M;Solteiro;Fortaleza;Nordeste;18488;13;Loja;Notebook;Informática;2;4500;10;8100;Pix;Sim;Sim;3;Não;Não;June;11/06/2025
3979;C0375;46;M;Casado;Belém;Norte;21758;8;Site;Smartphone;Telefonia;2;2800;10;5040;Pix;Sim;Não;5;Não;Não;March;24/03/2025
3980;C0329;66;M;Solteiro;Fortaleza;Nordeste;8929;6;App;Notebook;Informática;3;4500;0;13500;Pix;Não;Sim;4;Não;Não;February;20/02/2025
3981;C0522;33;M;Casado;Recife;Nordeste;17865;8;Loja;Roteador;Redes;4;480;10;1728;Boleto;Sim;Sim;5;Não;Não;May;18/05/2025
3982;C0587;70;F;Divorciado;São Paulo;Sudeste;2366;3;Loja;SSD 1TB;Armazenamento;3;650;10;1755;Pix;Sim;Sim;5;Não;Não;April;13/04/2025
3983;C0540;50;F;Divorciado;Belém;Norte;4180;11;Site;Teclado;Informática;2;220;0;440;Boleto;Não;Sim;5;Não;Não;September;09/09/2025
3984;C0794;57;F;Casado;Brasília;Centro-Oeste;16701;2;Site;Mouse;Informática;2;120;0;240;Cartão;Não;Não;4;Não;Não;June;08/06/2025
3985;C0699;39;M;Casado;Recife;Nordeste;3787;4;Loja;Roteador;Redes;2;480;10;864;Pix;Sim;Sim;5;Não;Não;October;15/10/2025
3986;C0117;65;M;Divorciado;Manaus;Norte;8738;5;App;Notebook;Informática;2;4500;0;9000;Boleto;Não;Sim;5;Não;Não;April;22/04/2025
3987;C0721;29;F;Divorciado;Fortaleza;Nordeste;21705;15;Site;Roteador;Redes;4;480;0;1920;Boleto;Não;Sim;5;Não;Não;November;25/11/2025
3988;C0531;69;M;Divorciado;São Paulo;Sudeste;16299;10;App;SSD 1TB;Armazenamento;4;650;10;2340;Cartão;Sim;Sim;4;Não;Não;September;20/09/2025
3989;C0790;37;M;Solteiro;Recife;Nordeste;2327;14;App;Cadeira Gamer;Móveis;1;1800;0;1800;Cartão;Não;Sim;4;Não;Não;May;22/05/2025
3990;C0458;62;M;Casado;Rio de Janeiro;Sudeste;14411;11;App;Smartphone;Telefonia;2;2800;15;4760;Boleto;Sim;Sim;3;Não;Não;May;17/05/2025
3991;C0208;43;F;Casado;Brasília;Centro-Oeste;5877;5;Loja;Cadeira Gamer;Móveis;4;1800;0;7200;Pix;Não;Sim;4;Não;Não;November;19/11/2025
3992;C0324;35;F;Divorciado;Fortaleza;Nordeste;13076;10;Site;Headset;Informática;3;380;0;1140;Pix;Não;Não;5;Não;Não;June;23/06/2025
3993;C0532;47;M;Solteiro;Belém;Norte;2356;5;Loja;Cadeira Gamer;Móveis;3;1800;0;5400;Cartão;Não;Sim;5;Não;Não;February;23/02/2025
3994;C0699;47;M;Casado;Brasília;Centro-Oeste;8231;3;Site;Monitor;Informática;4;1100;10;3960;Cartão;Sim;Sim;3;Não;Não;August;25/08/2025
3995;C0434;22;F;Divorciado;Rio de Janeiro;Sudeste;11585;1;Site;Mouse;Informática;1;120;10;108;Pix;Sim;Não;5;Não;Não;February;25/02/2025
3996;C0021;65;F;Casado;Fortaleza;Nordeste;16378;8;Site;Headset;Informática;4;380;0;1520;Boleto;Não;Não;4;Não;Não;May;25/05/2025
3997;C0586;48;F;Casado;Belém;Norte;8799;4;Loja;Notebook;Informática;1;4500;0;4500;Pix;Não;Não;4;Não;Não;August;22/08/2025
3998;C0390;48;F;Divorciado;Rio de Janeiro;Sudeste;16260;6;Loja;Smartwatch;Wearables;1;1600;0;1600;Pix;Não;Sim;5;Não;Não;July;24/07/2025
3999;C0184;65;F;Casado;Manaus;Norte;7823;14;Site;Headset;Informática;1;380;5;361;Pix;Sim;Sim;4;Não;Não;December;09/12/2025
4000;C0748;55;F;Casado;Belém;Norte;15529;10;Loja;Smartphone;Telefonia;4;2800;10;10080;Boleto;Sim;Sim;4;Não;Não;January;05/01/2025
4001;C0018;31;F;Divorciado;Curitiba;Sul;11207;7;App;Headset;Informática;2;380;10;684;Pix;Sim;Sim;4;Não;Não;September;05/09/2025
4002;C0473;33;M;Divorciado;Belém;Norte;15560;1;Site;Impressora;Informática;1;950;10;855;Pix;Sim;Não;5;Não;Não;November;25/11/2025
4003;C0347;35;F;Solteiro;São Paulo;Sudeste;19857;5;Loja;Smartphone;Telefonia;1;2800;5;2660;Boleto;Sim;Sim;4;Não;Não;May;28/05/2025
4004;C0368;57;F;Divorciado;Brasília;Centro-Oeste;16588;14;Site;Webcam;Informática;1;260;10;234;Boleto;Sim;Não;4;Não;Não;November;20/11/2025
4005;C0323;52;F;Solteiro;Belém;Norte;21436;8;App;SSD 1TB;Armazenamento;4;650;10;2340;Boleto;Sim;Sim;5;Não;Não;February;27/02/2025
4006;C0001;49;F;Solteiro;Rio de Janeiro;Sudeste;5010;4;Loja;Webcam;Informática;2;260;10;468;Cartão;Sim;Sim;4;Não;Não;September;01/09/2025
4007;C0413;63;F;Casado;Manaus;Norte;21464;4;Site;Smartphone;Telefonia;1;2800;0;2800;Boleto;Não;Não;4;Não;Não;June;17/06/2025
4008;C0236;52;M;Casado;Curitiba;Sul;2964;2;Loja;Impressora;Informática;1;950;0;950;Pix;Não;Não;2;Sim;Não;September;02/09/2025
4009;C0299;25;F;Casado;Curitiba;Sul;6275;10;Loja;Cadeira Gamer;Móveis;2;1800;15;3060;Cartão;Sim;Sim;3;Não;Não;June;17/06/2025
4010;C0662;25;F;Solteiro;Rio de Janeiro;Sudeste;17079;7;Loja;Smartphone;Telefonia;4;2800;5;10640;Boleto;Sim;Sim;4;Não;Não;October;22/10/2025
4011;C0760;28;M;Divorciado;Rio de Janeiro;Sudeste;20745;10;App;Impressora;Informática;3;950;0;2850;Pix;Não;Não;4;Não;Não;August;01/08/2025
4012;C0796;18;M;Casado;Manaus;Norte;20088;0;App;Mouse;Informática;2;120;10;216;Boleto;Sim;Não;3;Não;Não;July;14/07/2025
4013;C0341;59;F;Solteiro;Manaus;Norte;11826;5;App;Headset;Informática;1;380;0;380;Pix;Não;Não;4;Não;Não;April;30/04/2025
4014;C0136;61;F;Solteiro;Fortaleza;Nordeste;4747;4;Loja;Mouse;Informática;2;120;0;240;Boleto;Não;Sim;3;Não;Não;November;03/11/2025
4015;C0210;42;F;Solteiro;Curitiba;Sul;4777;2;Loja;Headset;Informática;4;380;0;1520;Boleto;Não;Não;3;Não;Não;December;18/12/2025
4016;C0745;67;M;Divorciado;Rio de Janeiro;Sudeste;14044;0;Loja;Notebook;Informática;1;4500;10;4050;Cartão;Sim;Não;3;Não;Não;April;18/04/2025
4017;C0273;54;F;Solteiro;Recife;Nordeste;3691;11;Loja;Notebook;Informática;2;4500;15;7650;Pix;Sim;Sim;5;Não;Não;August;20/08/2025
4018;C0011;43;M;Divorciado;Recife;Nordeste;5742;7;Loja;Impressora;Informática;4;950;10;3420;Pix;Sim;Sim;3;Não;Não;October;29/10/2025
4019;C0382;54;F;Divorciado;São Paulo;Sudeste;10957;7;Site;Monitor;Informática;4;1100;0;4400;Boleto;Não;Não;4;Não;Não;December;19/12/2025
4020;C0589;60;M;Solteiro;São Paulo;Sudeste;4115;6;App;Smartwatch;Wearables;3;1600;0;4800;Pix;Não;Não;2;Sim;Não;March;19/03/2025
4021;C0090;27;F;Solteiro;São Paulo;Sudeste;11814;14;Loja;Monitor;Informática;1;1100;5;1045;Cartão;Sim;Sim;5;Não;Não;April;30/04/2025
4022;C0379;44;M;Casado;Fortaleza;Nordeste;11775;14;App;Notebook;Informática;2;4500;0;9000;Cartão;Não;Sim;4;Não;Não;May;30/05/2025
4023;C0090;58;F;Divorciado;Curitiba;Sul;14826;10;App;Roteador;Redes;2;480;10;864;Pix;Sim;Não;4;Não;Não;January;01/01/2025
4024;C0203;42;F;Divorciado;São Paulo;Sudeste;10210;7;Site;Monitor;Informática;3;1100;15;2805;Pix;Sim;Sim;5;Não;Não;August;08/08/2025
4025;C0747;41;M;Casado;Belém;Norte;15536;12;App;Monitor;Informática;2;1100;5;2090;Cartão;Sim;Sim;5;Não;Não;July;27/07/2025
4026;C0532;70;F;Casado;Rio de Janeiro;Sudeste;18206;8;App;Impressora;Informática;2;950;0;1900;Boleto;Não;Sim;5;Não;Não;March;16/03/2025
4027;C0101;32;F;Divorciado;Fortaleza;Nordeste;15094;14;Site;Notebook;Informática;1;4500;5;4275;Cartão;Sim;Sim;5;Não;Não;June;03/06/2025
4028;C0550;56;M;Divorciado;São Paulo;Sudeste;16998;10;Loja;Smartwatch;Wearables;3;1600;15;4080;Pix;Sim;Sim;5;Não;Não;October;18/10/2025
4029;C0244;35;M;Divorciado;Rio de Janeiro;Sudeste;5735;15;App;Monitor;Informática;4;1100;0;4400;Cartão;Não;Sim;5;Não;Não;November;16/11/2025
4030;C0485;41;M;Solteiro;São Paulo;Sudeste;13356;5;App;SSD 1TB;Armazenamento;4;650;0;2600;Boleto;Não;Não;3;Não;Não;April;26/04/2025
4031;C0782;67;F;Divorciado;Recife;Nordeste;4279;13;Loja;Roteador;Redes;3;480;0;1440;Boleto;Não;Sim;4;Não;Não;August;01/08/2025
4032;C0281;24;F;Solteiro;Curitiba;Sul;19331;7;Loja;Notebook;Informática;3;4500;0;13500;Boleto;Não;Não;3;Não;Não;November;04/11/2025
4033;C0122;25;F;Divorciado;Manaus;Norte;5762;10;App;Headset;Informática;4;380;0;1520;Pix;Não;Sim;4;Não;Não;April;25/04/2025
4034;C0658;18;M;Casado;Fortaleza;Nordeste;9433;4;Loja;Notebook;Informática;3;4500;10;12150;Boleto;Sim;Sim;1;Sim;Não;March;12/03/2025
4035;C0140;53;F;Solteiro;Rio de Janeiro;Sudeste;5214;11;Site;Teclado;Informática;4;220;10;792;Boleto;Sim;Sim;5;Não;Não;February;16/02/2025
4036;C0514;66;M;Casado;Manaus;Norte;1854;2;App;Notebook;Informática;1;4500;15;3825;Cartão;Sim;Não;5;Não;Não;May;22/05/2025
4037;C0538;42;F;Divorciado;Curitiba;Sul;19716;4;Loja;Mouse;Informática;1;120;0;120;Boleto;Não;Sim;4;Não;Não;February;21/02/2025
4038;C0645;40;M;Divorciado;Belém;Norte;7086;11;App;Mouse;Informática;1;120;0;120;Pix;Não;Não;2;Sim;Não;October;28/10/2025
4039;C0037;32;F;Solteiro;Fortaleza;Nordeste;17388;0;Loja;Smartphone;Telefonia;1;2800;10;2520;Cartão;Sim;Não;4;Não;Não;November;02/11/2025
4040;C0625;36;M;Solteiro;Curitiba;Sul;15420;0;Site;Teclado;Informática;1;220;10;198;Cartão;Sim;Não;5;Não;Não;May;29/05/2025
4041;C0593;53;F;Casado;Belém;Norte;20152;11;App;Teclado;Informática;1;220;0;220;Pix;Não;Sim;4;Não;Não;December;28/12/2025
4042;C0080;34;M;Solteiro;Manaus;Norte;18255;12;Loja;Notebook;Informática;2;4500;0;9000;Boleto;Não;Sim;4;Não;Não;June;17/06/2025
4043;C0600;18;M;Divorciado;Curitiba;Sul;9575;5;App;Headset;Informática;3;380;15;969;Boleto;Sim;Sim;4;Não;Não;November;18/11/2025
4044;C0416;70;F;Casado;Manaus;Norte;15074;8;App;Headset;Informática;2;380;15;646;Boleto;Sim;Não;3;Não;Não;August;06/08/2025
4045;C0213;38;M;Divorciado;Belém;Norte;7103;4;Site;Smartwatch;Wearables;4;1600;0;6400;Boleto;Não;Não;5;Não;Não;May;23/05/2025
4046;C0022;41;F;Divorciado;Recife;Nordeste;20255;2;Site;Roteador;Redes;3;480;15;1224;Boleto;Sim;Não;4;Não;Não;August;11/08/2025
4047;C0686;69;F;Solteiro;Belém;Norte;19678;10;Site;Smartwatch;Wearables;1;1600;0;1600;Cartão;Não;Não;3;Não;Não;August;12/08/2025
4048;C0234;42;M;Casado;São Paulo;Sudeste;15510;2;Loja;Smartwatch;Wearables;4;1600;20;5120;Cartão;Sim;Não;2;Sim;Sim;October;23/10/2025
4049;C0547;44;F;Casado;Recife;Nordeste;11055;7;App;SSD 1TB;Armazenamento;2;650;0;1300;Cartão;Não;Sim;3;Não;Não;June;26/06/2025
4050;C0236;49;F;Divorciado;Brasília;Centro-Oeste;5936;13;App;Smartwatch;Wearables;4;1600;5;6080;Boleto;Sim;Não;5;Não;Não;December;09/12/2025
4051;C0438;40;F;Divorciado;Recife;Nordeste;8133;10;App;Roteador;Redes;3;480;10;1296;Boleto;Sim;Sim;5;Não;Não;March;23/03/2025
4052;C0543;66;F;Casado;Brasília;Centro-Oeste;20867;4;Loja;Teclado;Informática;4;220;0;880;Pix;Não;Sim;5;Não;Não;March;25/03/2025
4053;C0083;33;F;Solteiro;Manaus;Norte;15695;4;Loja;Smartphone;Telefonia;3;2800;15;7140;Pix;Sim;Sim;4;Não;Não;September;01/09/2025
4054;C0746;52;F;Solteiro;Rio de Janeiro;Sudeste;17896;6;Loja;Cadeira Gamer;Móveis;2;1800;5;3420;Boleto;Sim;Sim;3;Não;Não;December;30/12/2025
4055;C0608;43;M;Casado;Curitiba;Sul;14085;14;Site;SSD 1TB;Armazenamento;2;650;10;1170;Boleto;Sim;Sim;5;Não;Não;November;11/11/2025
4056;C0704;43;F;Solteiro;Curitiba;Sul;17927;5;App;Headset;Informática;3;380;0;1140;Boleto;Não;Sim;5;Não;Não;January;06/01/2025
4057;C0598;35;M;Casado;Curitiba;Sul;15355;6;Loja;Cadeira Gamer;Móveis;1;1800;0;1800;Cartão;Não;Sim;5;Não;Não;October;03/10/2025
4058;C0258;56;M;Casado;Curitiba;Sul;4980;8;Loja;Smartphone;Telefonia;3;2800;20;6720;Boleto;Sim;Sim;5;Não;Não;August;21/08/2025
4059;C0695;27;M;Casado;Rio de Janeiro;Sudeste;14101;14;Site;Monitor;Informática;1;1100;15;935;Pix;Sim;Sim;5;Não;Não;August;30/08/2025
4060;C0785;38;F;Solteiro;Manaus;Norte;2006;14;Loja;Mouse;Informática;2;120;0;240;Pix;Não;Não;4;Não;Não;November;02/11/2025
4061;C0786;38;M;Solteiro;Rio de Janeiro;Sudeste;11874;2;App;Smartphone;Telefonia;1;2800;15;2380;Boleto;Sim;Não;4;Não;Não;October;20/10/2025
4062;C0640;67;M;Divorciado;Brasília;Centro-Oeste;21528;3;Site;Cadeira Gamer;Móveis;4;1800;15;6120;Pix;Sim;Sim;3;Não;Não;November;05/11/2025
4063;C0593;61;F;Divorciado;São Paulo;Sudeste;6765;3;App;Monitor;Informática;2;1100;15;1870;Cartão;Sim;Sim;4;Não;Não;October;07/10/2025
4064;C0381;57;M;Divorciado;Recife;Nordeste;9336;1;Loja;Notebook;Informática;3;4500;10;12150;Boleto;Sim;Não;3;Não;Não;January;08/01/2025
4065;C0271;70;M;Divorciado;Manaus;Norte;2164;13;App;Notebook;Informática;3;4500;10;12150;Boleto;Sim;Não;4;Não;Não;January;05/01/2025
4066;C0622;32;F;Divorciado;Manaus;Norte;11389;14;App;Headset;Informática;2;380;0;760;Cartão;Não;Sim;5;Não;Não;May;26/05/2025
4067;C0451;38;F;Solteiro;Manaus;Norte;17227;2;Loja;Smartphone;Telefonia;3;2800;0;8400;Boleto;Não;Não;4;Não;Não;May;13/05/2025
4068;C0462;37;M;Solteiro;Manaus;Norte;2229;2;Site;Smartphone;Telefonia;2;2800;15;4760;Pix;Sim;Não;5;Sim;Não;July;13/07/2025
4069;C0487;39;F;Divorciado;Curitiba;Sul;7922;5;Loja;Impressora;Informática;1;950;0;950;Cartão;Não;Não;3;Não;Não;June;20/06/2025
4070;C0104;49;F;Solteiro;Belém;Norte;3235;8;App;Roteador;Redes;3;480;0;1440;Cartão;Não;Não;2;Sim;Não;April;15/04/2025
4071;C0179;60;M;Solteiro;Manaus;Norte;6985;12;App;Headset;Informática;2;380;0;760;Cartão;Não;Não;3;Não;Não;June;23/06/2025
4072;C0155;59;F;Divorciado;Manaus;Norte;3168;2;Loja;Headset;Informática;1;380;10;342;Pix;Sim;Não;4;Não;Não;June;18/06/2025
4073;C0548;22;M;Divorciado;Fortaleza;Nordeste;17050;10;Site;Cadeira Gamer;Móveis;2;1800;5;3420;Boleto;Sim;Sim;4;Não;Não;June;19/06/2025
4074;C0162;67;F;Divorciado;Fortaleza;Nordeste;12089;1;App;Webcam;Informática;3;260;10;702;Pix;Sim;Não;4;Não;Não;June;05/06/2025
4075;C0257;35;M;Casado;Belém;Norte;13040;5;App;Impressora;Informática;4;950;10;3420;Cartão;Sim;Sim;5;Não;Não;March;10/03/2025
4076;C0794;30;M;Divorciado;Brasília;Centro-Oeste;2944;1;App;Smartphone;Telefonia;3;2800;10;7560;Boleto;Sim;Não;4;Não;Não;November;04/11/2025
4077;C0056;19;M;Solteiro;Brasília;Centro-Oeste;20715;13;App;Smartphone;Telefonia;1;2800;20;2240;Pix;Sim;Sim;5;Não;Não;March;31/03/2025
4078;C0647;48;F;Solteiro;São Paulo;Sudeste;13709;2;Site;Smartwatch;Wearables;1;1600;0;1600;Boleto;Não;Não;3;Não;Não;December;31/12/2025
4079;C0001;65;M;Solteiro;Manaus;Norte;21875;13;App;Mouse;Informática;2;120;20;192;Boleto;Sim;Sim;4;Não;Não;July;12/07/2025
4080;C0117;58;F;Casado;Recife;Nordeste;4302;8;App;Headset;Informática;3;380;0;1140;Boleto;Não;Sim;4;Não;Não;January;20/01/2025
4081;C0345;27;M;Solteiro;São Paulo;Sudeste;16906;11;Loja;Monitor;Informática;2;1100;10;1980;Pix;Sim;Sim;3;Não;Não;November;22/11/2025
4082;C0201;64;F;Divorciado;Fortaleza;Nordeste;4217;5;Loja;SSD 1TB;Armazenamento;3;650;10;1755;Boleto;Sim;Não;2;Sim;Não;September;07/09/2025
4083;C0777;24;M;Solteiro;Rio de Janeiro;Sudeste;6739;15;Loja;SSD 1TB;Armazenamento;1;650;0;650;Pix;Não;Sim;3;Não;Não;April;04/04/2025
4084;C0697;58;F;Casado;Curitiba;Sul;12733;2;App;Notebook;Informática;1;4500;0;4500;Boleto;Não;Não;4;Não;Não;February;05/02/2025
4085;C0496;18;F;Casado;Brasília;Centro-Oeste;20197;10;App;Monitor;Informática;4;1100;10;3960;Pix;Sim;Sim;5;Não;Não;January;27/01/2025
4086;C0738;42;M;Casado;Brasília;Centro-Oeste;3495;2;Site;Impressora;Informática;4;950;0;3800;Boleto;Não;Não;4;Não;Não;August;06/08/2025
4087;C0419;46;M;Divorciado;Belém;Norte;5290;12;Site;Headset;Informática;2;380;0;760;Boleto;Não;Sim;5;Não;Não;May;29/05/2025
4088;C0532;53;F;Casado;São Paulo;Sudeste;16582;14;App;Monitor;Informática;2;1100;0;2200;Pix;Não;Sim;5;Não;Não;September;27/09/2025
4089;C0215;52;F;Casado;Recife;Nordeste;20795;8;Site;Smartphone;Telefonia;1;2800;15;2380;Cartão;Sim;Sim;4;Não;Não;November;09/11/2025
4090;C0639;23;F;Solteiro;Belém;Norte;18389;8;Loja;SSD 1TB;Armazenamento;1;650;0;650;Cartão;Não;Sim;4;Não;Não;August;23/08/2025
4091;C0571;34;F;Divorciado;Brasília;Centro-Oeste;12725;11;App;Smartwatch;Wearables;2;1600;0;3200;Pix;Não;Sim;4;Não;Não;February;18/02/2025
4092;C0166;48;F;Divorciado;Rio de Janeiro;Sudeste;15019;5;Site;Mouse;Informática;3;120;0;360;Pix;Não;Não;2;Sim;Não;June;21/06/2025
4093;C0058;61;M;Divorciado;São Paulo;Sudeste;21217;14;Site;Monitor;Informática;1;1100;0;1100;Pix;Não;Não;4;Não;Não;September;02/09/2025
4094;C0495;54;M;Casado;Curitiba;Sul;17639;15;Site;Mouse;Informática;4;120;15;408;Boleto;Sim;Sim;5;Não;Não;March;02/03/2025
4095;C0662;55;F;Solteiro;Rio de Janeiro;Sudeste;11618;5;App;Mouse;Informática;3;120;0;360;Boleto;Não;Sim;3;Não;Não;June;25/06/2025
4096;C0753;46;M;Divorciado;Fortaleza;Nordeste;9530;12;Loja;Smartwatch;Wearables;3;1600;0;4800;Pix;Não;Sim;5;Não;Não;August;02/08/2025
4097;C0186;36;F;Divorciado;Rio de Janeiro;Sudeste;9682;9;Loja;Roteador;Redes;1;480;15;408;Boleto;Sim;Sim;5;Não;Não;February;22/02/2025
4098;C0749;27;M;Solteiro;Rio de Janeiro;Sudeste;14303;6;Loja;Notebook;Informática;2;4500;20;7200;Cartão;Sim;Sim;4;Não;Não;June;13/06/2025
4099;C0630;20;M;Divorciado;Rio de Janeiro;Sudeste;11828;14;Loja;Smartwatch;Wearables;4;1600;5;6080;Pix;Sim;Sim;4;Não;Não;March;07/03/2025
4100;C0339;61;F;Casado;Fortaleza;Nordeste;12336;15;Site;Webcam;Informática;2;260;0;520;Cartão;Não;Sim;4;Não;Não;November;10/11/2025
4101;C0565;49;F;Solteiro;Fortaleza;Nordeste;18359;11;Site;Cadeira Gamer;Móveis;4;1800;0;7200;Boleto;Não;Sim;3;Não;Não;July;03/07/2025
4102;C0061;60;M;Casado;Curitiba;Sul;8893;10;Site;Teclado;Informática;2;220;0;440;Pix;Não;Sim;4;Não;Não;January;06/01/2025
4103;C0545;40;F;Solteiro;Manaus;Norte;19651;10;Loja;Mouse;Informática;2;120;10;216;Cartão;Sim;Não;4;Não;Não;August;06/08/2025
4104;C0445;45;F;Solteiro;Fortaleza;Nordeste;10922;13;Loja;SSD 1TB;Armazenamento;1;650;0;650;Cartão;Não;Sim;4;Não;Não;November;03/11/2025
